monto_prestamo,plazo,tasa_interes,trabajo_prestatario,antiguedad_prestatario,estatus_vivienda,ingreso_anual,estatus_verif_ingreso,fecha_prestamo,estatus_prestamo,tipo_prestamo,estado_vive,proporcion_pagos,pagos_recib,cargos_atrasados,pagos_mes_anterior,meses_mala_calif,tipo_solicitud,ingreso_conjunto,cuentas_mora,saldo_total,saldo_plazos,hipotecas,metodo_recibe_pago
28775,60 months,10.47,office mgr,10+ years,MORTGAGE,47840,Verified,01-10-2018,Current,Other,FL,75.06,2438.77,0,01-02-2019,,Joint App,119184,0,248723,102854,2,Cash
11000,60 months,17.97,trans supervisor,8 years,MORTGAGE,65000,Source Verified,01-10-2018,Current,Debt consolidation,MD,20.69,1094.64,0,01-02-2019,58,Individual,,0,233057,25508,1,Cash
5825,36 months,7.84,Educator,1 year,MORTGAGE,56000,Source Verified,01-10-2018,Current,Credit card refinancing,TN,19.93,723.37,0,01-02-2019,,Individual,,0,325197,227323,6,DirectPay
25000,60 months,16.91,Automotive technician,10+ years,RENT,100000,Verified,01-10-2018,Current,Credit card refinancing,CA,17.47,2433.47,0,01-02-2019,70,Individual,,0,18124,17778,1,Cash
4000,36 months,11.55,,n/a,RENT,40596,Not Verified,01-10-2018,Current,Other,TX,21.55,526.72,0,01-02-2019,,Individual,,0,14085,4649,0,Cash
40000,36 months,11.06,,< 1 year,RENT,65000,Not Verified,01-10-2018,Current,Debt consolidation,FL,27.13,5193.6,0,01-02-2019,,Individual,,0,45529,3097,0,Cash
24000,60 months,16.91,Heavy Equipment Operator,9 years,RENT,70000,Verified,01-10-2018,Current,Debt consolidation,TX,17.71,2336.15,0,01-02-2019,,Individual,,0,32954,17681,0,Cash
12000,36 months,7.21,Marketing Coordinator,3 years,RENT,50000,Not Verified,01-10-2018,Current,Credit card refinancing,OR,15.91,1467.5,0,01-02-2019,,Individual,,0,27512,6519,0,Cash
13100,36 months,11.06,Manager,7 years,MORTGAGE,76000,Not Verified,01-10-2018,Current,Debt consolidation,TX,22.67,1700.9,0,01-02-2019,,Joint App,108500,0,235514,43316,2,Cash
30000,60 months,13.56,Owner operator,10+ years,RENT,220000,Source Verified,01-10-2018,Current,Debt consolidation,OK,26.25,2719.72,0,01-02-2019,25,Individual,,0,161572,127699,1,Cash
13000,36 months,16.14,Service Tech A,10+ years,MORTGAGE,110000,Verified,01-10-2018,Current,Debt consolidation,TX,19.82,1808.49,0,01-02-2019,20,Individual,,0,253049,59017,4,Cash
12000,60 months,17.97,Financial Analyst,10+ years,RENT,175000,Not Verified,01-10-2018,Current,Debt consolidation,NY,14.87,1194.16,0,01-02-2019,,Individual,,0,52329,34913,0,Cash
4800,36 months,14.47,Designer,1 year,MORTGAGE,78000,Not Verified,01-10-2018,Current,Home improvement,MN,24.52,652.92,0,01-02-2019,,Individual,,0,130058,20027,1,Cash
12000,36 months,6.67,Lead Driver,8 years,OWN,130000,Source Verified,01-10-2018,Current,Credit card refinancing,TX,1.32,1465.99,0,01-02-2019,,Individual,,0,3447,0,0,Cash
13000,60 months,11.06,Electrical designer,5 years,RENT,37232,Not Verified,01-10-2018,Current,Credit card refinancing,PA,21.05,1148.18,0,01-02-2019,,Individual,,0,16070,4646,0,DirectPay
16000,60 months,17.97,Physical Therapy Assistant,4 years,MORTGAGE,65000,Source Verified,01-10-2018,Current,Debt consolidation,AL,19.77,1592.21,0,01-02-2019,22,Individual,,0,18602,13018,0,Cash
5000,36 months,8.46,Property Coordinator,10+ years,MORTGAGE,35000,Verified,01-10-2018,Current,Debt consolidation,GA,30.73,628.65,0,01-02-2019,58,Individual,,0,137460,11399,3,DirectPay
3000,36 months,13.56,Inv. Mgt Spc,10+ years,RENT,105000,Not Verified,01-10-2018,Current,Other,UT,22.89,405.34,0,01-02-2019,,Individual,,0,77331,4654,1,Cash
9000,36 months,7.84,Sr. Systems Administrator,10+ years,MORTGAGE,59300,Not Verified,01-10-2018,Current,Debt consolidation,CT,18.15,1109.8,0,01-02-2019,,Individual,,0,270693,25247,1,Cash
29425,60 months,15.02,,< 1 year,MORTGAGE,145000,Source Verified,01-10-2018,Current,Credit card refinancing,MD,14.7,2776.77,0,01-02-2019,,Individual,,0,244604,62069,1,Cash
15000,36 months,7.21,Office Manager,8 years,RENT,52000,Not Verified,01-10-2018,Current,Debt consolidation,NJ,27.95,1852.39,0,01-02-2019,58,Individual,,0,27048,10816,0,DirectPay
35000,36 months,23.4,Combo Worker,10+ years,MORTGAGE,75000,Source Verified,01-10-2018,In Grace Period,Debt consolidation,CA,2.72,4040.95,0,01-01-2019,,Joint App,155000,0,332318,0,3,Cash
15000,36 months,15.02,MAINTENANCE MECHANIC,8 years,MORTGAGE,87000,Not Verified,01-10-2018,Current,Debt consolidation,CT,26.72,15770.240581151,0,01-02-2019,70,Individual,,0,247142,61309,2,Cash
5000,36 months,15.02,Senior Developer,1 year,MORTGAGE,130000,Not Verified,01-10-2018,Current,Home improvement,CA,13.86,699.32,0,01-02-2019,55,Individual,,0,537388,35731,7,Cash
5000,36 months,22.35,,n/a,RENT,22000,Source Verified,01-10-2018,Current,Other,CA,18.33,761.23,0,01-02-2019,,Individual,,0,7625,0,0,Cash
18000,60 months,11.55,Foreman,10+ years,OWN,80000,Verified,01-10-2018,Current,Credit card refinancing,MA,9.86,1573.73,0,01-02-2019,,Individual,,0,302672,2227,2,DirectPay
25000,60 months,27.27,Branch Manager,2 years,RENT,82000,Source Verified,01-10-2018,Current,Debt consolidation,PA,26.23,3031.84,0,01-02-2019,46,Individual,,0,47588,24647,1,Cash
15000,36 months,6.67,Driver,< 1 year,RENT,75000,Not Verified,01-10-2018,Current,Debt consolidation,CA,12.38,1838.04,0,01-02-2019,,Joint App,120000,0,40348,36096,0,Cash
7000,36 months,8.46,Bartender,7 years,MORTGAGE,120000,Source Verified,01-10-2018,Current,Debt consolidation,NY,9.91,880.11,0,01-02-2019,,Individual,,0,359949,18254,2,Cash
30000,36 months,13.56,SECURITY OFFICER,4 years,RENT,52000,Source Verified,01-10-2018,Current,Debt consolidation,MD,14.53,5196.33,0,01-02-2019,,Individual,,0,11406,9402,0,Cash
15000,36 months,15.02,pca,3 years,RENT,24000,Source Verified,01-10-2018,Current,Debt consolidation,NY,8.05,2068,0,01-02-2019,33,Individual,,0,8730,0,0,Cash
12000,36 months,6.11,Sales Supervisor,4 years,RENT,53000,Source Verified,01-10-2018,Current,Credit card refinancing,CA,13.68,1458.61,0,01-02-2019,,Individual,,0,19879,0,0,DirectPay
34475,60 months,20.89,Audit Manager,10+ years,RENT,135000,Source Verified,01-10-2018,Current,Credit card refinancing,MD,33.4,3702.16,0,01-02-2019,39,Individual,,0,105997,25688,3,Cash
10000,36 months,17.97,Manager,7 years,OWN,84996,Not Verified,01-10-2018,Current,Credit card refinancing,FL,27.14,1460.5,0,01-02-2019,,Individual,,0,89684,80451,0,Cash
4625,36 months,10.08,Data Analyst,2 years,RENT,50000,Source Verified,01-10-2018,Current,Debt consolidation,PA,25.59,604.12,0,01-02-2019,,Individual,,0,130000,128062,0,Cash
7200,36 months,11.06,Implementation Client Support,10+ years,RENT,55000,Source Verified,01-10-2018,Current,Debt consolidation,CO,24.59,939.3,0,01-02-2019,,Individual,,0,47237,37472,0,Cash
15000,60 months,10.08,Operations Manager,10+ years,MORTGAGE,132089,Source Verified,01-10-2018,Current,Debt consolidation,OR,9.91,1268.8,0,01-02-2019,32,Individual,,0,511487,49880,6,DirectPay
15000,36 months,7.84,Officer,10+ years,MORTGAGE,67000,Verified,01-10-2018,Current,Credit card refinancing,WA,26.98,1869.23,0,01-02-2019,,Individual,,0,403749,56846,1,DirectPay
8000,36 months,12.73,Maintenance mechanic,5 years,MORTGAGE,70000,Not Verified,01-10-2018,Fully Paid,Debt consolidation,ID,12.82,8322.0342417716,0,01-02-2019,,Individual,,0,32384,27717,0,Cash
5000,36 months,11.55,Pricing Analyst,3 years,RENT,50000,Not Verified,01-10-2018,Current,Credit card refinancing,TX,3.89,656.79,0,01-02-2019,,Individual,,0,4984,0,0,Cash
25000,60 months,10.08,,n/a,OWN,55000,Source Verified,01-10-2018,Current,Medical expenses,CA,10.12,2114.68,0,01-02-2019,,Joint App,180000,0,19167,7658,0,Cash
7500,36 months,7.84,Operations Manager,7 years,MORTGAGE,70000,Not Verified,01-10-2018,Current,Debt consolidation,TX,15.28,934.61,0,01-02-2019,,Individual,,0,196545,29020,1,Cash
16000,36 months,8.46,Service,5 years,RENT,46000,Source Verified,01-10-2018,Current,Credit card refinancing,TX,22.25,2011.64,0,01-02-2019,,Individual,,0,16010,685,0,Cash
25000,36 months,13.56,Special education,10+ years,MORTGAGE,103000,Not Verified,01-10-2018,Current,Debt consolidation,OR,20.51,3377.61,0,01-02-2019,,Individual,,0,299707,73347,3,DirectPay
15000,60 months,13.56,Sales,4 years,RENT,115000,Source Verified,01-10-2018,Fully Paid,Credit card refinancing,CO,13.65,15638.322673669,0,01-01-2019,,Individual,,0,60835,27179,0,Cash
40000,36 months,6.11,President,10+ years,MORTGAGE,395000,Verified,01-10-2018,Current,Home improvement,CA,6.12,4861.94,0,01-02-2019,,Individual,,0,419266,3851,1,Cash
7000,36 months,6.67,Systems Engineer,8 years,OWN,117000,Not Verified,01-10-2018,Current,Credit card refinancing,NJ,10.58,863.77,0,01-02-2019,,Individual,,0,41824,27790,0,DirectPay
7200,36 months,13.56,Bid Coordinater,9 years,RENT,41200,Verified,01-10-2018,Current,Credit card refinancing,NJ,29.74,972.78,0,01-02-2019,,Individual,,0,99369,89082,0,Cash
12000,36 months,12.73,Machine operator,10+ years,RENT,55000,Source Verified,01-10-2018,Current,Credit card refinancing,CA,15.69,1602.59,0,01-02-2019,29,Individual,,0,14832,13005,0,Cash
23625,60 months,15.02,Teacher,< 1 year,MORTGAGE,55000,Source Verified,01-10-2018,Current,Credit card refinancing,TX,27.78,2209.73,0,01-02-2019,,Individual,,0,180679,23098,2,Cash
10000,36 months,10.47,Sales Agent,2 years,MORTGAGE,31200,Not Verified,01-10-2018,Current,Home improvement,CO,25.46,1293.74,0,01-02-2019,,Joint App,70200,0,326839,10098,2,Cash
15000,60 months,7.84,Senior Appellate Paralegal,10+ years,RENT,70000,Source Verified,01-10-2018,Current,Debt consolidation,NY,3.53,1198.93,0,01-02-2019,,Individual,,0,9660,0,0,DirectPay
15000,36 months,6.11,,< 1 year,MORTGAGE,50000,Not Verified,01-10-2018,Current,Credit card refinancing,FL,18.24,1818.14,0,01-02-2019,,Individual,,0,159650,1824,4,DirectPay
12000,36 months,7.21,,< 1 year,RENT,78000,Not Verified,01-10-2018,Current,Debt consolidation,CA,17.57,1477.11,0,01-02-2019,,Individual,,0,40604,32580,0,Cash
36000,60 months,12.73,Skilled Trade,10+ years,MORTGAGE,160000,Not Verified,01-10-2018,Current,Home improvement,MI,8.51,3205.68,0,01-02-2019,,Individual,,0,235868,14464,2,Cash
12250,36 months,17.97,Packer,3 years,MORTGAGE,35000,Source Verified,01-10-2018,Current,Debt consolidation,WI,32.48,1746.3,0,01-02-2019,,Individual,,0,31878,0,0,Cash
3200,36 months,24.37,qa supervisor,10+ years,MORTGAGE,75555,Verified,01-10-2018,Current,Vacation,CA,13.66,496.02,0,01-02-2019,38,Individual,,0,434003,25348,3,Cash
28000,60 months,11.06,attorney/self,10+ years,OWN,202000,Source Verified,01-10-2018,Current,Debt consolidation,TX,20.29,2404.11,0,01-02-2019,,Individual,,0,381752,18928,4,Cash
20000,36 months,7.84,Owner,10+ years,OWN,40000,Source Verified,01-10-2018,Current,Business,IL,8.22,2483.62,0,01-02-2019,,Individual,,0,4852,582,0,Cash
25000,60 months,14.47,Service Business Operations Specialist,10+ years,MORTGAGE,52000,Not Verified,01-10-2018,Current,Debt consolidation,PA,13.39,2311.09,0,01-02-2019,,Joint App,532000,0,143255,0,2,Cash
7875,36 months,10.47,Vice President/Sales Manager,10+ years,OWN,500000,Source Verified,01-10-2018,Current,Other,CA,22.6,1014.24,0,01-02-2019,,Individual,,0,1115903,127813,5,Cash
15000,60 months,6.11,Service Desk Supervisor,2 years,MORTGAGE,76000,Verified,01-10-2018,Current,Credit card refinancing,WA,30.38,1170.68,0,01-02-2019,,Individual,,0,417644,122938,3,DirectPay
4000,36 months,10.08,International Business Development Coord,5 years,RENT,45000,Not Verified,01-10-2018,Current,Debt consolidation,FL,8.27,514.64,0,01-02-2019,69,Individual,,0,5994,0,1,Cash
2000,36 months,11.55,Manager,10+ years,MORTGAGE,95000,Source Verified,01-10-2018,Current,Other,NY,12.73,261.43,0,01-02-2019,,Joint App,197000,0,121995,23819,1,Cash
35000,60 months,15.02,Vice President of Business Development,10+ years,MORTGAGE,96000,Source Verified,01-10-2018,Current,Credit card refinancing,LA,23.51,3302.87,0,01-02-2019,72,Individual,,0,67247,32989,1,DirectPay
2500,36 months,15.02,,n/a,MORTGAGE,26000,Not Verified,01-10-2018,Current,Debt consolidation,CT,11.91,344.67,0,01-02-2019,,Individual,,0,45981,0,2,Cash
4000,36 months,16.14,Front scheduler,5 years,RENT,60000,Not Verified,01-10-2018,Current,Debt consolidation,NM,10.02,2500.05,0,01-02-2019,,Individual,,0,20933,19633,0,Cash
10500,36 months,10.08,Project manager,3 years,MORTGAGE,80000,Not Verified,01-10-2018,Current,Debt consolidation,FL,12.03,1350.92,0,01-02-2019,35,Individual,,0,276981,37469,3,Cash
11100,36 months,7.84,Systems Director of Provider Growth,< 1 year,RENT,140000,Verified,01-10-2018,Current,Debt consolidation,ME,9.75,1383.25,0,01-02-2019,,Individual,,0,367467,43783,5,Cash
9000,36 months,6.11,Chiropractor,4 years,RENT,95000,Not Verified,01-10-2018,Current,Credit card refinancing,TX,19.9,1093.94,0,01-02-2019,,Individual,,0,303499,287536,0,DirectPay
10000,36 months,6.11,,n/a,MORTGAGE,72800,Not Verified,01-10-2018,Current,Credit card refinancing,NE,28.7,1215.49,0,01-02-2019,,Joint App,86000,0,119391,25899,3,Cash
24000,60 months,7.84,Legal Assistant,3 years,MORTGAGE,65400,Source Verified,01-10-2018,Current,Debt consolidation,MI,27.91,1928.75,0,01-02-2019,,Individual,,0,38955,11911,0,DirectPay
5000,36 months,13.56,teacher,9 years,MORTGAGE,45000,Verified,01-10-2018,Current,Home improvement,LA,49.57,675.55,0,01-02-2019,,Joint App,125000,0,213073,54679,1,Cash
15000,36 months,10.47,Program aid,5 years,RENT,25000,Source Verified,01-10-2018,Current,Debt consolidation,CA,26.84,1940.6,0,01-02-2019,40,Joint App,75000,0,12552,10061,0,Cash
29400,60 months,14.47,Production Manager,5 years,RENT,80000,Not Verified,01-10-2018,Current,Debt consolidation,UT,32.22,2824.22,0,01-02-2019,,Joint App,95000,0,119013,83387,3,Cash
25000,36 months,8.46,Warehouse Selector,3 years,MORTGAGE,56000,Source Verified,01-10-2018,Current,Debt consolidation,PA,36.07,3084.42,0,01-02-2019,14,Joint App,128000,0,216972,20611,1,Cash
16000,36 months,7.84,Human Resources Specialist,5 years,RENT,59000,Source Verified,01-10-2018,Current,Credit card refinancing,TN,16.48,2441.82,0,01-02-2019,43,Individual,,0,248472,229308,0,DirectPay
10000,36 months,18.94,Reminiscence Coordinator,10+ years,RENT,52000,Verified,01-10-2018,Current,Debt consolidation,NJ,36.14,1454.52,0,01-02-2019,,Individual,,0,52268,25704,0,Cash
17950,36 months,20.89,Executive Assistant,6 years,MORTGAGE,192000,Source Verified,01-10-2018,Current,Credit card refinancing,AZ,22.98,2742.71,0,01-02-2019,,Individual,,0,500020,131914,3,Cash
28000,60 months,6.67,Sr Manager of Talent Acquisition,10+ years,MORTGAGE,82000,Source Verified,01-10-2018,Current,Debt consolidation,TX,17.71,2221.11,0,01-02-2019,,Individual,,0,36391,10904,1,DirectPay
1000,36 months,12.73,Engineering,7 years,MORTGAGE,60000,Source Verified,01-10-2018,Current,Debt consolidation,IL,9.02,133.57,0,01-02-2019,,Individual,,0,209488,10626,2,Cash
15000,60 months,17.97,Case Manager,10+ years,MORTGAGE,38000,Source Verified,01-10-2018,Current,Credit card refinancing,WI,31.46,1507.66,0,01-02-2019,,Individual,,0,126387,927,5,Cash
30000,36 months,10.08,Construction Manager,4 years,MORTGAGE,212000,Source Verified,01-10-2018,Current,Debt consolidation,MA,18.52,3859.8,0,01-02-2019,117,Individual,,0,743473,251156,4,Cash
1200,36 months,15.02,teacher,10+ years,MORTGAGE,75000,Source Verified,01-10-2018,Current,Debt consolidation,CA,19.12,165.48,0,01-02-2019,,Individual,,0,516446,26617,6,Cash
30500,60 months,10.47,corporate executive chef,3 years,MORTGAGE,146000,Verified,01-10-2018,Current,Debt consolidation,GA,17.16,2655.97,0,01-02-2019,44,Individual,,0,392163,39370,2,DirectPay
10000,36 months,18.94,Field trainer,6 years,RENT,95000,Not Verified,01-10-2018,Fully Paid,Credit card refinancing,PA,6.84,10522.0360232696,0,01-01-2019,,Individual,,0,19678,1551,3,Cash
13500,36 months,16.91,Hazardous waste hauler,6 years,MORTGAGE,56000,Not Verified,01-10-2018,Current,Credit card refinancing,AR,28.09,1910.16,0,01-02-2019,21,Individual,,0,55157,48453,0,Cash
13000,36 months,11.06,Vice President of Business Development,3 years,RENT,130000,Source Verified,01-10-2018,Current,Debt consolidation,CA,2.38,1695.93,0,01-02-2019,81,Individual,,0,8399,0,0,Cash
6000,36 months,11.06,Service Manager,6 years,OWN,72000,Not Verified,01-10-2018,Current,Credit card refinancing,MO,23.75,788.28,0,01-02-2019,,Individual,,0,44714,37900,0,DirectPay
4500,36 months,7.21,Customer service,3 years,MORTGAGE,35000,Not Verified,01-10-2018,Current,Credit card refinancing,GA,23.9,555.72,0,01-02-2019,,Individual,,0,132435,15928,1,Cash
4400,36 months,15.02,Bookkeeper,10+ years,RENT,76000,Source Verified,01-10-2018,Current,Credit card refinancing,NY,15.55,606.65,0,01-02-2019,67,Individual,,0,212252,32700,3,DirectPay
40000,36 months,6.11,,< 1 year,MORTGAGE,137000,Verified,01-10-2018,Current,Credit card refinancing,WA,20.85,4841.58,0,01-02-2019,,Joint App,274000,0,308885,285863,0,Cash
20000,36 months,6.11,Office Assistant 3,2 years,RENT,48500,Source Verified,01-10-2018,Current,Debt consolidation,CA,31.68,2467.37,0,01-02-2019,,Joint App,83500,0,35239,18902,0,DirectPay
10000,36 months,7.84,Fraud Detection Lead,2 years,RENT,40000,Not Verified,01-10-2018,Current,Debt consolidation,FL,21.36,1239.63,0,01-02-2019,,Individual,,0,77800,67312,0,DirectPay
3600,36 months,8.46,Chart Reconcilliation Specialist,5 years,RENT,53000,Not Verified,01-10-2018,Current,Vacation,NY,24.16,452.63,0,01-02-2019,,Individual,,0,33109,26560,0,Cash
38925,36 months,12.73,Vice President Application Development,10+ years,MORTGAGE,450000,Source Verified,01-10-2018,Current,Credit card refinancing,GA,12.75,5294.79,0,01-02-2019,,Individual,,0,409991,79641,2,Cash
6000,36 months,16.91,,n/a,RENT,21009,Verified,01-10-2018,Current,Debt consolidation,OH,29.14,840.51,0,01-02-2019,,Individual,,0,13335,6457,0,Cash
6000,36 months,7.21,Radiologic Technologist,1 year,MORTGAGE,100000,Not Verified,01-10-2018,Current,Debt consolidation,WA,10.12,737.35,0,01-02-2019,,Individual,,0,57876,52932,0,Cash
6000,36 months,18.94,Continuous Improvement Specialist,6 years,RENT,40000,Not Verified,01-10-2018,Current,Debt consolidation,CO,11.46,863.26,0,01-02-2019,,Individual,,0,6588,1110,0,Cash
30000,60 months,15.02,Case - Office Manager,2 years,OWN,45000,Source Verified,01-10-2018,Current,Credit card refinancing,GA,11.95,2793.5,0,01-02-2019,,Individual,,0,27755,0,2,Cash
4800,36 months,10.08,Sr Coordinator,10+ years,OWN,56000,Source Verified,01-10-2018,Current,Debt consolidation,FL,28.16,613.56,0,01-02-2019,,Individual,,0,40985,36501,0,Cash
3000,36 months,7.21,Truck Driver,10+ years,MORTGAGE,70000,Not Verified,01-10-2018,Current,Debt consolidation,TX,15.21,368.68,0,01-02-2019,,Individual,,0,236218,43848,3,Cash
21000,60 months,19.92,Police Officer,10+ years,MORTGAGE,110000,Source Verified,01-10-2018,Current,Other,PA,36.12,2303.1,0,01-02-2019,,Individual,,0,407567,137259,6,Cash
14000,36 months,7.84,Service Coordinator,4 years,RENT,53000,Not Verified,01-10-2018,Current,Debt consolidation,PA,18.39,1735.48,0,01-02-2019,19,Individual,,0,68742,55462,0,DirectPay
28900,60 months,11.55,Elevator mechanic,10+ years,MORTGAGE,160000,Not Verified,01-10-2018,Current,Debt consolidation,CA,15.11,2665.83,0,01-02-2019,37,Individual,,0,623406,34713,4,Cash
10000,60 months,27.27,Assistant,2 years,RENT,40000,Verified,01-10-2018,Current,Major purchase,NY,15.72,1190,0,01-02-2019,,Individual,,0,15322,13833,0,Cash
17500,60 months,10.47,Brand Manager,4 years,MORTGAGE,105000,Source Verified,01-10-2018,Current,Credit card refinancing,VA,13.92,1493.38,0,01-02-2019,,Individual,,0,424801,47591,3,DirectPay
12000,60 months,11.06,CTN,4 years,RENT,65000,Not Verified,01-10-2018,Current,Debt consolidation,HI,18.83,1037.71,0,01-02-2019,,Individual,,0,30441,17274,0,Cash
5000,36 months,10.08,Cna,7 years,RENT,26400,Verified,01-10-2018,Current,Credit card refinancing,PA,32.09,643.32,0,01-02-2019,66,Individual,,0,22005,16930,0,Cash
8000,36 months,7.21,Administrative Assistant,10+ years,MORTGAGE,47000,Not Verified,01-10-2018,Current,Debt consolidation,CA,7.53,1007.19,0,01-02-2019,,Individual,,0,243371,3487,4,Cash
12000,36 months,14.47,Detective Lieutenant,10+ years,MORTGAGE,120000,Source Verified,01-10-2018,Current,Home improvement,NY,14.43,1641.87,0,01-02-2019,,Individual,,0,84042,49382,3,Cash
20400,36 months,11.55,Vault lead,3 years,MORTGAGE,49000,Verified,01-10-2018,Current,Credit card refinancing,NJ,13.2,2758.25,0,01-02-2019,,Individual,,0,187476,9677,1,Cash
2500,36 months,11.55,,n/a,OWN,11800,Source Verified,01-10-2018,Current,Debt consolidation,FL,8.44,328.4,0,01-02-2019,,Individual,,0,928,0,0,Cash
